review_comment_message,IDHM,customer_state,review_comment_message_english,IDHM_low
"Fiquei muito satisfeita com o produto e tb com a rapidez na entrega, entregaram antes da data de previsão.",0.761,RJ,"I was very pleased with the product and also quickly delivered, delivered before the forecast date.",False
Muito bom ,0.761,RJ,Very good,False
Entregue antes do prazo pre-determinado. Excelente,0.731,MG,Delivered before the pre-determined deadline.Excellent,False
Ótimo produto minha filha adorou!,0.783,SP,Great product my daughter loved it!,False
Recebi todos os pedidos antes da data.,0.761,RJ,I received all orders before the date.,False
"Produto maravilhoso ...
Sem contar o cheiro que é muito bom..
Recebi antes do prazo",0.761,RJ,"Wonderful product ...
Not to mention the smell that is very good ..
I received before the deadline",False
"Recebi antes do prazo. Satisfeita.
",0.66,BA,I received it before the deadline.Satisfied.,True
"Comprei um leitor de Blu-Ray, porém veio um leitor comum que não lê Blu-Ray. Solicitei a devolução do produto há dois dias e a lannister ainda não tomou providências.",0.663,AC,"I bought a Blu-ray reader, but came a common reader who doesn't read Blu-ray.I requested the return of the product two days ago and Lannister has not yet taken action.",True
Não usei ainda,0.783,SP,I haven't used it yet,False
O produto que comprei é de complexa instalação e só é possível ser feita por um profissional experiente. Fiz a tentativa e perdi tempo e dinheiro. Recomendaria a loja para compra de outros produtos.,0.824,DF,The product I bought is of complex installation and it is only possible to be done by an experienced professional.I made the attempt and lost time and money.I would recommend the store to buy other products.,False
"A fonte parece ser boa ,ainda não testei.",0.731,MG,"The source seems to be good, I haven't tested it yet.",False
Bom.,0.66,BA,Good.,True
"Comprei o produto e quando chegou veio na cor rosa, ao invez da cor vermelha como na foto... Pedi o cancelamento do produto ja tem mais de 1 mes e ate agora nada do reembolso... muito demorado",0.783,SP,"I bought the product and when it arrived it came in pink, the envious of the color as in the photo ... I ordered the cancellation of the product already has more than 1 month and so far nothing of refund ... too long",False
"Recomendo esta loja pela qualidade, preço e rapidez na entrega.",0.746,RS,"I recommend this store for the quality, price and speed of delivery.",False
Porém a caixa veio toda amassada e o pior é que o produto não veio de acordo com o anúncio estou esperando para fazer a troca ,0.783,SP,But the box came all kneaded and the worst is that the product did not come according to the ad I am waiting to make the exchange,False
Muito lindo o designer do relogio,0.761,RJ,Very beautiful the designer of the watch,False
Produto conforme anunciado,0.731,MG,Product as announced,False
"Produto veio perfeito, muito bem embalado e muito antes do prazo estipulado. Estou muito satisfeita.",0.783,SP,"Product came perfect, very well packed and long before the deadline.I am very pleased.",False
muito satisfeito,0.731,MG,very satisfied,False
Estou satisfeita,0.783,SP,I am satisfied,False
"Produtos de boa qualidade ,",0.783,SP,"Good quality products,",False
"A capa é bem simples, mas pelo preço vale a pena. recebi bem antes do prazo.",0.783,SP,"The cover is very simple, but for the price it is worth it.I received well before the deadline.",False
Prazo de entrega muito extenso,0.761,RJ,Very extensive delivery time,False
"Chegou muito rápido bem antes do prazo, me surpreendeu , produto 100% como está no anúncio. Parabéns! ",0.66,BA,"It arrived very fast well before the deadline, surprised me, 100% product as it is in the ad.Congratulations!",True
Entrega rápida e produto em perfeito estado ,0.783,SP,Fast delivery and product in perfect condition,False
nao recebimento,0.646,PA,no receipt,True
Gostei muito!,0.735,GO,I really liked!,False
O produto é conforme o esperado. Muito bom! Recomendo.,0.746,RS,The product is as expected.Very good!I recommend.,False
"td otimo,porem ainda nao abri o produto e nem fiz uso dele.",0.783,SP,"Td great, but I haven't opened the product yet and I didn't use it.",False
Relógio lindo ,0.761,RJ,Beautiful clock,False
"Ótimo produto da marca Casio, mto fácil de manusear e configurar, chegou embalado tudo certinho, veio dentro do prazo, mas considero o prazo é extenso.",0.783,SP,"Great Casio brand product, very easy to handle and configure, everything arrived all right, came within the deadline, but I consider the deadline is extensive.",False
Produto entregue conforme anunciado ,0.729,MS,Product delivered as announced,False
"Recomendaria o produto porém o tempo de entrega demorou demais, mesmo estando dentro do prazo. ",0.774,SC,"It would recommend the product but the delivery time took too long, even being on time.",False
Produto chegou no prazo ótimo long ,0.783,SP,Product arrived in the great time long,False
"Gostei do produto escolhido e principalmente da rapidez da entrega recomendaria a loja sim obrigada. 
",0.783,SP,I liked the product chosen and especially the speed of delivery would recommend the store yes thanks.,False
A garrafa de vidro ainda não chegou... mas os copos sim... vou aguardar ,0.746,RS,The glass bottle hasn't arrived yet ... but the glasses yes ... I'll wait,False
Gostei!!!,0.783,SP,I liked!!!,False
Otimo,0.731,MG,Excellent,False
"COMPREI 3 INTENS E OS CORREIOS SÓ ENTREGARAM DOIS COMO SEGUE:
PP 227 982 890 BR
PP 227 982 909 BR

ATÉ AGORA O 3º ITEM NADA.",0.66,BA,"I bought 3 intens and the post office only delivered two as follows:
PP 227 982 890 BR
PP 227 982 909 BR

So far the 3rd item nothing.",True
"Gostei do atendimento, chegou no prazo certo, recomendo! ",0.783,SP,"I liked the service, arrived on time, recommend!",False
"Como sugestão deveria constar mais especificação do produto.
Deveria conter juntamente co o produto o manual de instalação.",0.725,MT,"As a suggestion should be more product specification.
Should contain with the product the installation manual.",False
Ótimo ,0.631,AL,Excellent,True
Só deveria vir parafusos e buchas junto!,0.774,SC,Only screws and bushings should come together!,False
Achei a capa muito fina e com caimento simples. Pela foto achei que fosse mais acolchoada a capa e não é.,0.761,RJ,I found the cover very thin and with simple fit.From the photo I thought the cover was more padded and it is not.,False
"Ótimo vendedor , entregue dentro do prazo, material correto.Recomendo.",0.783,SP,"Great seller, delivered on time, correct material.",False
Muito bom,0.761,RJ,Very good,False
"Boa loja e o produto é de boa qualidade, mas tive problemas com a entrega (Correios), o carteiro fez apenas uma tentativa de entrega e enviou o produto para uma agência, onde tive que ir retirar",0.783,SP,"Good store and the product is of good quality, but I had problems with delivery (post office), the postman made only one attempt to deliver and sent the product to an agency, where I had to go withdraw",False
"nao recebi a entrega completa , so me entregaram a base faltou o carrinho e o bebe conforto ",0.746,RS,"I did not receive the complete delivery, only the base was lacked the cart and the baby comfort",False
Tudo OK,0.761,RJ,All ok,False
"Entrega no prazo, muito bom",0.783,SP,"Delivery on time, very good",False
"o produto é otimo, super resistente e muito mais higienica que as outras..recomendo.",0.658,PB,"The product is great, super resistant and much more hygienic than the others.",True
Poderia ter sido melhor se a entrega fosse em minha residência... Pois tive que enfrentar uma tremenda fila para retirar nos correios!,0.761,RJ,It could have been better if the delivery were at my residence ... because I had to face a tremendous line to remove it at the post office!,False
produto de qualidade ,0.66,BA,quality product,True
O produto chegou e estragou sozinho,0.731,MG,The product arrived and spoiled alone,False
A rapidez para resolver a troca me deixou bem feliz. Sem burocracia e com bastante eficiência. ,0.731,MG,The speed to solve the exchange made me very happy.Without bureaucracy and with great efficiency.,False
"O produto é bom, fácil de usar, bom para auto defesa.",0.746,RS,"The product is good, easy to use, good for self -defense.",False
produto entregue conf.descrito no site.recomendo,0.783,SP,Product delivered conf.,False
"demora muito para entrega do produto. 
Ja comprei outras coisas no site e tudo ja veio mais a comprar dessa vez mais de mes.",0.682,CE,"It takes a long time for product delivery. 
I already bought other things on the site and everything already came to buy this time more.",True
"Já comprei dessa loja e nunca tive problemas, apenas nessa compra ainda não recebi o meu pedido",0.731,MG,"I already bought from this store and never had problems, only in this purchase I have not received my order",False
Muito bom,0.746,RS,Very good,False
"Deu tudo certo amei a mercadoria, e chegou até antes do prazo estimado... Muito agradecida... ",0.774,SC,"It was all right loved the goods, and it arrived before the estimated deadline ... very grateful ...",False
Ótimo produto!,0.731,MG,Great product!,False
"Recebi produto diferente do que comprei. Comprei luminária branca fria e me entregaram neutra.
Trata-se de produto para instalação em meu cliente e vou perder o prazo para entrega do serviço.",0.761,RJ,"I received a different product from what I bought.I bought cold white lamp and handed me neutral.
It is a product for installation on my customer and I will lose the deadline for delivery of the service.",False
Só precisa entregar em menos tempo e no prazo pois minha mercadoria ainda não recebi,0.761,RJ,Just need to deliver in less time and on time because my goods have not received yet,False
Deu tudo certo.,0.783,SP,Everything went well.,False
É pequena deveria ser um pouco maior ,0.761,RJ,It's small should be a little bigger,False
FBFHJJKLI\ZXDAd,0.731,MG,Fbfhjjkli \ zxdad,False
"COMO SEMPRE, ENTREGUE ANTES DO PRAZO. PRODUTO DE ACORDO COM ANUNCIADO FUNCIONANDO BEM. ",0.783,SP,"As always, delivered before the deadline.Product according to advertised working well.",False
"O preço foi ótimo, o prazo de entrega que é longo (mais de 1 mês para entregar). Comprei 2 cartuchos e entregaram apenas 1, reclamei e enviaram o outro ainda dentro do prazo de entrega.",0.749,PR,"The price was great, the delivery time that is long (more than 1 month to deliver).I bought 2 cartridges and delivered only 1, complained and sent the other still within the delivery time.",False
Qualidade no atendimento. ,0.761,RJ,Quality in service.,False
"Produto chegou além do prazo estipulado.
Devido a este fato, precisei comprar outro celular para presentear meu Pai no Matal, pois o mesmo precisava ser entregue em mãos no Rio Grande do Sul.",0.774,SC,"Product arrived beyond the stipulated deadline.
Due to this fact, I had to buy another phone to give my father a gift in Matal, because it needed to be delivered in hand in Rio Grande do Sul.",False
"O produto foi entregue antes do prazo, gostei da tábua de carne só fiquei chateada q a bandeja de baixo não é um material bom, veio um pouquinho amassada. Mas um bom produto",0.783,SP,"The product was delivered before the deadline, I liked the meat board I was upset that the bottom tray is not a good material, came a little wrinkled.But a good product",False
Produto lindo de ótima qualidade e entregue super rápido,0.746,RS,Beautiful product of great quality and delivered super fast,False
Muito Bom,0.783,SP,Very good,False
"Achei o tecido um pouco fino, mas acho que atendeu em parte minha expectativa ",0.749,PR,"I found the fabric a little thin, but I think it met my expectation partly",False
Produto cumpre o prometido. ,0.783,SP,Product fulfills the promised.,False
tudo certo,0.783,SP,all very well,False
Adorei,0.731,MG,I loved,False
Ainda não recebi o produto,0.761,RJ,I haven't received the product yet,False
Muito bom o produto e recomendo a qualquer pessoa a comprar,0.783,SP,Very good product and I recommend to anyone to buy,False
Recebimento rápido porém a embalagem chegou toda amassada esse foi o unico problema e nao veio especificando a garantia do é equipamento,0.783,SP,Rapid receipt but the packaging arrived all kneaded this was the only problem and did not specify the guarantee of is equipment,False
"Alem de ter recebido dentro do prazo, o produto veio exatamente como descrito. Ainda não testei, mas aparentemente possue uma boa qualidade, foi facil de montar.",0.783,SP,"In addition to having received on time, the product came exactly as described.I haven't tested it yet, but apparently has a good quality, it was easy to assemble.",False
"Eu pedí um tamanho e quantidade, porém veio tudo diferente. Agora tenho que fazer a devolução e aguardar mais um tempo para receber a outra encomenda. Mais de uma semana.",0.783,SP,"I asked a size and quantity, but everything came differently.Now I have to return and wait for a while to receive the other order.More than a week.",False
Loja excelente.,0.783,SP,Excellent store.,False
"Minha filha tem 2 anos e 86 cm de altura, para o tamanho dela foi legal, se seu filhote ou presenteado for maior, é melhor comprar uma cozinha maior. A Qualidade do material é bom.",0.74,ES,"My daughter is 2 years old and 86 cm tall, to her size it was cool, if her puppy or gift is larger, it is better to buy a larger kitchen.The quality of the material is good.",False
Comprei um relógio branco me mandaram preto,0.783,SP,I bought a white watch sent me black,False
"O produto é maravilhoso, recebi tudo direitinho. Só achei demorar um pouco a entrega",0.761,RJ,"The product is wonderful, I received everything right.I just thought it takes the delivery a little",False
tudo ok baratheon show de bola,0.66,BA,All ok Baratheon Ball Show,True
Tudo certo ,0.731,MG,All very well,False
Produto de qualidade e entrega no prazo correto.,0.646,PA,Quality product and delivery within the correct time.,True
"O prazo de entrega da loja é demorado, mas se a gente nao tem urgencia, fica tudo bem.",0.746,RS,"The delivery time of the store is time consuming, but if we have no urgency, everything is fine.",False
"deixo em branco sobre o produto correto.
vou abrir amanhã",0.783,SP,"I leave blank on the correct product.
I will open tomorrow",False
"Entendo que devido a greve dos caminhoneiros tenha atrapalhado as operações, porém, a empresa já teve o tempo hábil para entregar todos os pedidos pendentes.",0.673,PE,"I understand that due to the truckers' strike, it disrupted the operations, but the company has been time to deliver all pending requests.",True
bom,0.783,SP,good,False
Ultimamente estão atrasando muito as entregas,0.682,CE,Lately they are delaying deliveries a lot,True
"Chegou bem antes do prazo, está funcionando perfeitamente, porém veio na voltagem errada, comprei 110 e veio 220, agora vou vê como faço pra trocar ",0.783,SP,"Arrived well before the deadline, it is working perfectly, but came in the wrong voltage, bought 110 and came 220, now I will see how do I change",False
Muito bom,0.783,SP,Very good,False
entrega dentro do prazo e em perfeitas condiçoes,0.735,GO,Delivery on time and in perfect condition,False
tdo certo!,0.66,BA,All right!,True
"produto de boa qualidade, chegou antes da data prevista na compra do mesmo. ",0.761,RJ,"Good quality product, arrived before the date provided for in the purchase of it.",False
produto entregue dentro do prazo,0.783,SP,Product delivered on time,False
Produto como desejado e rápida entrega,0.746,RS,Product as desired and quick delivery,False
"Chegou no prazo, sem avarias, o mesmo produto que pedi.",0.783,SP,"It arrived on time, without damage, the same product I ordered.",False
A lojas lannister possui o produto na loja e não quer me enviar e o parceiro targaryen somente depois de dois meses após a compra quando procurado disse não ter o produto disponível. Eu quero meu produto,0.783,SP,Lannister Lojas has the product in the store and does not want to send me and partner Targaryen only after two months after purchase when wanted said he did not have the product available.I want my product,False
meu produto veio com a lampada quebrada estou esperando o retorno do baratheon,0.783,SP,My product came with the broken lamp I am waiting for the return of Baratheon,False
"Parabéns,eu estava procurando um site seguro pra fazer minhas compras e achei, muito bom atendimento . 

",0.66,BA,"Congratulations, I was looking for a safe site to make my purchases and found it, very good service.",True
Muito bom o serviço de vcs gostei muito o produto chegou no prazo,0.783,SP,Very good service of you guys I really liked the product arrived on time,False
"Produto veio como mostra na foto,veio certinho e chegou Antes do prazo,super recomendo,amei",0.783,SP,"Product came as a show in the photo, came right and arrived before the deadline, super recommend, loved",False
Frustado com esta compra fiz compra pensando q a máquina era whals e chegou uma qirui d péssima qualidade chegou já sem funcionar motor sem potência n corta nada n indico está máquina pra ninguém ,0.646,PI,Frustrated with this purchase I made purchase thinking that the machine was whats and arrived a QIRUI D terrible quality arrived already without working engine without power n cuts nothing n indicate is machine for anyone,True
"Produto ruim, furações não bate e qualidade do material e péssima",0.783,SP,"Bad product, not bangs and quality of the material and bad",False
"Boa loja, entregou ate antes do prazo, super recomendo ",0.731,MG,"Good store, delivered until before the deadline, super recommend",False
"Bom dia lojas lannister gostei dos produtos entrga no prazo mercadoria excelente eu recomento obrigado pela atenção ,Marlinda F dos santos.",0.74,ES,"Good morning Lannister Stores I liked the products delivery on time excellent merchandise I recommend thanks for your attention, Marlinda F dos Santos.",False
"O produto não está funcionando, coloquei a pilha e não ligou. Como proceder nesse caso?",0.735,GO,"The product is not working, I put the stack and did not call.How to proceed in this case?",False
Tudo perfeito,0.783,SP,All perfect,False
"Apesar de dentro do prazo, achei a entrega bastante demorada.",0.783,SP,"Despite the deadline, I found the delivery quite time consuming.",False
Ainda não recebi meu produto,0.761,RJ,I haven't received my product yet,False
"Produto bom! Como mostra no anúncio. Só esperei que o produto fosse de uma qualidade melhor, me refiro ao material. Lindo e bonito, mas o material é fino! Mas pelo preço compensa.",0.66,BA,"Good product!As shown in the ad.I just waited for the product to be of a better quality, I refer to the material.Beautiful and beautiful, but the material is thin!But for the price it pays off.",True
Sou cliente da loja e sempre satisfeita com o atendimento e qualidade do servico ,0.761,RJ,I am a store customer and always satisfied with the service and quality of the service,False
"Entrei em contato com o Vendedor ((RPGrupo) que prometeu a substituição. Como o prazo para avaliação pelas lannister termina amanhã, estou registrando o problema ocorrido e a pendência de solução.",0.783,SP,"I contacted the seller ((RPGroup) that promised the replacement. As the deadline for evaluation by Lannister ends tomorrow, I am registering the problem that occurred and the pending solution.",False
"MEU PEDIDO FOI CANCELADO POR FALTA DE ESTOQUE. NÃO RECEBI O PRODUTO E A COBRANÇA AINDA ESTÁ NA MINHA FATURA. NÃO HOUVE ESTORNO!!!
QUERO UMA SOLUÇÃO!!!",0.761,RJ,"My order was canceled for lack of stock.I have not received the product and the charge is still on my invoice.There was no chargeback !!!
I want a solution !!!",False
"Excelente vendedor, super pontual, entregou até antes do prazo.",0.761,RJ,"Excellent seller, super punctual, delivered even before the deadline.",False
"Comprei três produtos, mas so foi entregue um",0.761,RJ,"I bought three products, but only one was delivered",False
ótimo,0.783,SP,excellent,False
"O produto e a ótima qualidade, porém veio na cor errada.",0.783,SP,"The product and the great quality, but it came in the wrong color.",False
Nunca + targaryen e stark Descaso total Essa é a 3ª reclamação q faço Como comprei com o parceiro qdo ligo na stark n consigo falar com nenhum atendente e n existe retorno da targaryen ou seja...,0.783,SP,NEVER + TARGARYEN AND STARK TOTAL DESIGN This is the 3rd complaint I make as I bought with the partner when I turn on Stark n I can talk to no attendant and there is no return of Targaryen ie ...,False
produto conforme o solicitado,0.761,RJ,Product as requested,False
"São ótimos,gostei bastante.",0.682,CE,"They are great, I liked it a lot.",True
"Então Gostei Mais veio diferente do que eu pedi, mais Gostei também, a entrega foi bem rápida",0.783,SP,"So I liked it more came different from what I ordered, but I liked it too, the delivery was very fast",False
Ótimo produto... ótimo vendedor!!,0.783,SP,Great product ... great salesman !!,False
Até agora nada do produto ser entregue. O que eu devo fazer ?,0.631,AL,So far nothing of the product is delivered.What should I do?,True
"muito bom
",0.731,MG,very good,False
Comprei um kit base + bebê conforto e recebi apenas a base.,0.774,SC,I bought a base kit + baby comfort and received only the base.,False
"Recebi um email dizendo que eu não receberia o produto.. Quatro dias depois, a iogurteria chegou... Não entendi, mas fiquei contente.",0.783,SP,"I received an email saying that I would not receive the product. Four days later, the yogurt arrived ... I did not understand, but I was happy.",False
bom produto,0.824,DF,good product,False
"Nao recebi s mercadoria por isso na estou satisfeito
",0.731,MG,I have not received the goods so I am in satisfied,False
Sem problemas.,0.66,BA,No problem.,True
"algumas pessoas ja reclamaram dessa loja,eles dizem que tive foi sorte..",0.646,PI,"Some people have already complained about this store, they say I had luck ..",True
"Já comprei vários produtos, sempre fiquei satisfeito.",0.783,SP,"I already bought several products, I was always pleased.",False
Até hoje nao recebi meu produto. Aguardando retorno da empresa para que seja tomada as providencias cabiveis.,0.731,MG,To this day I have not received my product.Awaiting return of the company to take the fitting measures.,False
bom,0.761,RJ,good,False
Produto entregue se problemas obrigado ,0.749,PR,Product delivered if problems thanks,False
Bom,0.783,SP,Good,False
Recebi o produto conforme anunciado e bem antes do prazo previsto.,0.783,SP,I received the product as announced and well before the time limit.,False
"Compra por internet fácil, rápido e confiável. Entrega antes do prazo previsto. Agora falta iniciar a tomar as cápsulas de moranga, e aguardar os benefícios anunciados.",0.783,SP,"Purchase by easy, fast and reliable internet.Delivery before the expected deadline.Now we need to start taking the moranga capsules, and wait for the advertised benefits.",False
"POis o material parece não ter muita durabilidade, e cor é mais escura do que a imagem de ilustração!",0.646,PI,"Because the material does not seem to have much durability, and color is darker than the illustration image!",True
"Avental realmente bonito e diferente. Tecido bem incorpado e de boa qualidade.Cores menos viv
as que no site,mas ainda assim, bonito,de 
qualidade e confortável.Fecho na nuca com botões de pressão.",0.783,SP,"Really beautiful and different apron.Well incorporated and good quality fabric.
those that on the site, but still, beautiful, 
Quality and comfortable.Folo in the back of the neck with pressure buttons.",False
"O produto é de boa qualidade, porém, comprei na cor branco e recebi na cor rosa. Não efetuei a troca pois para a utilização a cor não iria interferir, e estava com urgência.",0.735,GO,"The product is of good quality, however, I bought it in white and received in pink.I did not make the exchange because for use the color would not interfere, and was urgently.",False
"Gosto muito de compra nas logas lannister, entregam rápido, recomendo.",0.783,SP,"I really like buying at Lannister stores, they deliver fast, I recommend.",False
Recebi o produto antes do prazo. Recomendo a todos a comprar dessa loja.,0.783,SP,I received the product before the deadline.I recommend everyone to buy from this store.,False
"Ainda não pude testar, mas chegou em tempo Record. ",0.731,MG,"I haven't been able to test it yet, but it arrived in record time.",False
Vendedor entregou no prazo e produto de qualidade,0.783,SP,Seller delivered on time and quality product,False
entrega no prazo,0.749,PR,delivery on time,False
excelente chegou antes do prazos,0.783,SP,Excellent arrived before the deadlines,False
Excelente site de compras!!!!,0.673,PE,Excellent shopping site !!!!,True
Pertfeito,0.761,RJ,Perfect,False
"Do total de 2 produtos foi entregue apenas um, e o outro até o presente momento nada ( 21/11/2017)",0.749,PR,"Of the total of 2 products was delivered only one, and the other to the present moment nothing (11/21/2017)",False
Ainda não recebi pois de férias. ,0.725,MT,I haven't received it yet on vacation.,False
"Produtos com bom preço, enviam o pedido dentro de um tempo legal.",0.66,BA,"Products with good price, send the order within a legal time.",True
Adorei o produto ótimo e recomendo.,0.783,SP,I loved the great product and recommend it.,False
Bom produto.,0.783,SP,Good product.,False
Já usei o produto e estou satisfeita com o atendimento,0.731,MG,I already used the product and I am pleased with the service,False
o produto recebido veio errado,0.783,SP,The product received came wrong,False
Eu não recebi a bolsa alguém pode me ajudar ,0.783,SP,I didn't receive the bag someone can help me,False
Confiável ,0.783,SP,Reliable,False
Entrega antes do prazo. Muito bom,0.783,SP,Delivery before the deadline.Very good,False
Produto de ótima qualidade entregue antes da previsão. Super recomendo!,0.783,SP,Great quality product delivered before forecasting.Super recommend!,False
"Entrega antes do prazo, mas a empresa precisa melhor na atualização de status de envio do produto.

Produto avaliado de forma positiva!",0.783,SP,"Delivery ahead of time, but the company needs better in the product shipping status update.

Product evaluated positively!",False
Transmissão top aguenta bastante tempo ,0.783,SP,Top transmission can handle a lot of time,False
aguardo para saber como vão resolver o problema,0.749,PR,I await to know how they will solve the problem,False
"foi minha primeira compra. e deu tudo certo. 
super indico",0.731,MG,"It was my first purchase.And everything went well. 
Super Indico",False
obrigado ,0.631,AL,thanks,True
O produto chegou dentro do prazo estimado.,0.746,RS,The product arrived within the estimated deadline.,False
EQUIPE ESTÁ DE PARABÉNS!!!,0.66,BA,Team is to be congratulated !!!,True
produto excelente e chegou antes do prazo 😍,0.783,SP,excellent product and arrived before the deadline 😍,False
Produto não foi entregue na data do combinado.,0.783,SP,Product was not delivered on the match date.,False
JA SOLICITEI A TROCA DO PRODUTO QUE COMPREI ERRADO..ESTOU ARREPENDIDO DA COMPRA,0.749,PR,I already requested the exchange of the product I bought wrong..I'm sorry for the purchase,False
.,0.639,MA,.,True
"Não comprei esse produto, foi feito o cancelamento dessa compra.
Meu cartão foi clonado.",0.783,SP,"I did not buy this product, the purchase was canceled.
My card was cloned.",False
"sem comentarios ja disse o q penso em email anterior , só coloquei uma estrela p poder responder a enquete, p mim daria menos 5 estrelas",0.783,SP,"Without comments already said what I think in the previous email, I only put a star for being able to answer the poll, I would give me less 5 stars",False
Até agora o produto atende ao que se propõe,0.783,SP,So far the product meets what is proposed,False
Mais infelizmente comprei 06 lixeiras e chegaram só 05 lixeiras,0.731,MG,More unfortunately I bought 06 dumps and only 05 dumpsters arrived,False
Ao comprar consta como disponível. Após concretizar a compra e debitar o cartão . Consta como indisponível. Foi enviado vários e-mails sem retorno. Nao confio mais na americana. Com,0.783,SP,When buying it is available.After completing the purchase and debit the card.It is unavailable.Several emails were sent without return.I don't trust the Americana anymore.With,False
"Produto muito bom, veio super embalado e muito protegido!! recomendo a todos que forem comprar!!! podem comprar sem medo, que é de otima qualidade!!",0.783,SP,"Very good product, came super packed and very protected !!I recommend to everyone who is buying !!!They can buy without fear, which is of great quality !!",False
"Comprei um kit para casael e um para solteiro. Apesar de tê-las comprado no mesmo carrinho, paguei dois fretes e as encomendas vieram separadas. O de solteiro não foi entregue na minha casa e retornou",0.761,RJ,"I bought a kit from Casael and one for single.Despite having bought them in the same cart, I paid two freight and the orders came separately.The single was not delivered to my house and returned",False
"Comprei dois produtos iguais, tive que pagar frete separado. E pra piorar umas das encomendas retornaou e eu não sei como vou fazer para receber minha encomenda. Não recomendo esta empresa.",0.761,RJ,"I bought two equal products, I had to pay separate freight.And to make matters worse, it returned and I don't know how I will make my order.I do not recommend this company.",False
"Ameeeei! um luxo de tapete, muito lindo!",0.731,MG,AMeeei!A very beautiful carpet luxury!,False
Meu pedido já passou do prazo e o cara da empresa nem responder minhas mensagens não responde.,0.682,CE,My order has already passed the deadline and the company guy does not even answer my messages does not respond.,True
Pela segunda vesz que eu compro um produto e voces não cumprem como esta no site.,0.783,SP,For the second time I buy a product and you do not fulfill how it is on the site.,False
Fui enganada comprei gato por lebre detestei não recomendo,0.731,MG,I was deceived I bought cat for hare I hated I do not recommend,False
estou com problemas comprei 2 antenas e só recebi 1 e até agora não tive resposta alguém aí pode me ajudar ,0.665,SE,I'm having problems I bought 2 antennas and I only received 1 and so far I had no answer someone there can help me,True
"Recebi 12 dias antes do prazo, e muito bem empacotado. 
",0.783,SP,"I received 12 days before the deadline, and very well packaged.",False
Obrigada por me manter informada o tempo todo sobre a entrega. ,0.783,SP,Thank you for keeping me informed all the time about delivery.,False
"Ótima compra, apesar de que, se a Brastemp fizesse uma máquina boa, não haveria necessidade de comprar outra tampa...",0.783,SP,"Great purchase, although if Brastemp made a good machine, there would be no need to buy another lid ...",False
ate esta data não recebi o produto ( 07.08.18),0.783,SP,Until this date I did not receive the product (07.08.18),False
Entrega rápida e produto excelente ,0.731,MG,Fast delivery and excellent product,False
Até o momento não recebi o produto. Aguardando.,0.66,BA,So far I have not received the product.Waiting.,True
"recebi apenas a bota, as taças não foram entregues.",0.783,SP,"I received only the boot, the cups were not delivered.",False
"Não foi entrega total da mercadoria, só entregaram 01 kit sendo que na nota fiscal foi faturado 02 kits",0.74,ES,"It was not total delivery of the goods, only delivered 01 kit and in the invoice was invoiced 02 kits",False
"Boa tarde. 
O produto acabou de chegar. Contudo só veio 01 unidade e eu comprei 03 unidades. 
Quer dizer que além do produto chegar atrasado, ainda veio com a quantidade errada. Estão faltando 02 un",0.646,PA,"Good afternoon. 
The product has just arrived.However, it only came 01 unit and I bought 03 units. 
It means that besides the product arrives late, it still came with the wrong amount.02 are missing",True
"Ótimo produto,atendeu bem as minhas necessidades,apesar de ter chegado 5 dias após o prazo estipulado no ato da compra,valeu a pena pela qualidade e bom preço.",0.774,SC,"Great product, it met my needs well, although it arrived 5 days after the deadline set at the time of purchase, it was worth the quality and good price.",False
S,0.761,RJ,S,False
Até hoje não recebi meu produto ,0.824,DF,To this day I have not received my product,False
Um relógio veio com alguns leds queimados.,0.74,ES,A watch came with some burnt LEDs.,False
"Produto entregue antes do prazo e muito bom,bonito e de qualidade boa",0.761,RJ,"Product delivered before the deadline and very good, beautiful and of good quality",False
"Produto bom, bonito e barato.",0.749,PR,"Good, beautiful and cheap product.",False
lannister é o pior site de compras na internet muito enrolado as entregas,0.731,MG,Lannister is the worst shopping site on the Internet very curled up deliveries,False
ATÉ AGORA NÃO TENHO NADA A RECLAMAR,0.731,MG,So far I have nothing to complain about,False
nao recebi meu produto ate agora ,0.783,SP,I haven't received my product so far,False
O tapete veio na cor errada. Pedi o cancelamento e nada até agora.,0.783,SP,The carpet came in the wrong color.I ordered the cancellation and nothing so far.,False
Considero o valor do frete e o prazo de entrega um pouco altos. Gostaria que cobrassem frete mais barato e entregassem mais rápido. Mas cumpriram o prazo prometido e entregaram os produtos corretos ,0.783,SP,I consider the shipping cost and the delivery time a little high.I would like you to charge cheaper shipping and deliver faster.But they met the promised deadline and delivered the correct products,False
"silencioso , ventila, cumpre a sua finalidade.",0.761,RJ,"Silent, ventilates, fulfills its purpose.",False
Vamos aguardar para ver durabilidade do produto,0.731,MG,Let's wait to see product durability,False
"Recebi dentro do prazo estabelecido, adorei os produtos ",0.783,SP,"I received within the established deadline, I loved the products",False
"Incompatível 2 cartuchos, Black e azul.",0.708,AP,"Incompatible 2 cartridges, black and blue.",True
"O produto é bom, mas recebi cor diferente da cor que eu queria e ainda não consegui trocar.",0.783,SP,"The product is good, but I got a different color of the color I wanted and I still couldn't change.",False
Não veio nenhum desenho no produto e se for só ilustrativo então que tire . Ninguém merece comprar algo por um detalhe é quando chegar não ter esse detalhe. ,0.783,SP,There came no design on the product and if it is just illustrative then to take it.No one deserves to buy something for a detail is when it comes to not having this detail.,False
show de bola rapido e bom o produto,0.673,PE,Ball show fast and good the product,True
